Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
1992,162,4,4,20,17,870,2000
1992,114,4,4,26,18,870,2000
1992,114,4,4,26,18,870,2000
1992,114,4,4,26,18,870,2000
1990,144,6,4,19,15,870,2000
1990,162,4,4,20,16,870,2000
1990,162,4,4,20,16,870,2000
1990,188,4,2,20,16,870,2000
1990,144,6,2,19,15,870,2000
1995,282,8,2,22,15,3916,4784
1995,322,12,2,19,12,3916,5858
1995,372,12,2,18,10,3916,8488
1996,322,12,2,19,12,3916,6954
1996,282,8,2,19,14,3916,5680
1997,322,12,2,19,12,3916,7624
1997,282,8,2,19,14,3916,6693
1990,108,4,4,28,19,3105,2000
1990,130,5,4,22,16,3105,2000
1991,130,5,4,24,18,3105,2000
1991,130,5,4,22,16,3105,2000
1992,130,5,4,24,18,3105,2000
1992,130,5,4,22,16,3105,2000
1995,222,5,4,24,17,870,2000
1995,168,5,4,26,18,870,2000
1995,240,5,4,24,17,870,2000
1995,168,5,4,26,18,870,2000
1995,168,5,4,26,18,870,2000
1995,222,5,4,24,17,870,2000
1995,168,5,4,26,18,870,2000
1995,240,5,4,24,17,870,2000
1996,222,5,4,24,17,870,2000
1996,222,5,4,24,17,870,2000
1996,168,5,4,26,18,870,2000
1996,222,5,4,24,17,870,2000
1996,240,5,4,24,17,870,2000
1996,168,5,4,26,18,870,2000
1996,240,5,4,24,17,870,2000
1996,222,5,4,24,17,870,2000
1996,168,5,4,26,18,870,2000
1996,168,5,4,26,18,870,2000
1997,168,5,4,26,18,870,2000
1997,168,5,4,26,18,870,2000
1997,240,5,4,24,17,870,2000
1997,222,5,4,24,17,870,2000
1997,240,5,4,24,17,870,2091
1997,190,5,4,24,18,870,2000
1997,190,5,4,24,18,870,2000
1997,222,5,4,24,17,870,2000
2017,205,4,2,28,21,2031,26255
2017,200,4,2,32,24,2031,26975
2005,227,4,4,24,17,376,26950
2005,165,4,4,27,20,376,22990
2006,230,4,4,25,18,376,26950
2006,173,4,4,26,19,376,22990
2012,220,4,4,33,20,376,28900
2012,220,4,2,33,20,376,44080
2012,220,4,2,33,20,376,46080
2012,220,4,4,30,20,376,37115
2012,220,4,2,33,20,376,39490
2012,220,4,4,33,20,376,34340
2012,220,4,2,28,18,376,44080
2012,220,4,2,28,18,376,40840
2012,220,4,4,28,18,376,31180
2012,220,4,4,30,20,376,32395
2012,220,4,4,29,19,376,34340
2012,220,4,4,29,18,376,34975
2012,220,4,4,29,18,376,37115
2012,220,4,4,30,20,376,34975
2012,220,4,4,29,19,376,30250
2012,220,4,4,29,18,376,32395
2012,220,4,4,33,20,376,29830
2012,220,4,2,28,18,376,46080
2009,210,4,4,27,17,376,37810
2009,280,6,2,24,15,376,51330
2009,210,4,4,27,19,376,38305
2009,280,6,4,24,15,376,44885
2009,210,4,4,29,19,376,30360
2009,210,4,2,27,19,376,42130
2009,280,6,4,24,15,376,43605
2009,210,4,4,29,19,376,31790
2009,210,4,4,27,19,376,35315
2009,210,4,4,28,19,376,37140
2009,210,4,4,28,19,376,34150
2009,210,4,2,27,19,376,44455
2009,210,4,4,27,17,376,36395
2009,210,4,2,27,19,376,47345
2010,207,4,4,27,17,376,32395
2010,207,4,4,31,21,376,28900
2010,207,4,4,31,21,376,30330
2010,207,4,2,29,20,376,39990
2010,207,4,4,27,17,376,38115
2010,207,4,2,27,19,376,45080
2010,207,4,4,28,19,376,35340
2010,207,4,4,27,17,376,36975
2010,207,4,4,27,19,376,37020
2011,210,4,4,31,21,376,28900
2011,210,4,4,27,17,376,38115
2011,210,4,4,27,17,376,32395
2011,210,4,2,29,20,376,39990
2011,210,4,4,31,21,376,30330
2011,210,4,4,27,19,376,37020
2011,210,4,4,28,19,376,35340
2011,210,4,4,27,17,376,36975
2011,210,4,2,27,19,376,45080
2011,265,6,4,25,18,376,37250
2011,265,6,4,23,17,376,35875
2011,265,6,4,25,18,376,33380
2011,265,6,4,23,17,376,40245
2011,300,6,4,22,15,376,48010
2009,260,4,4,27,17,376,39400
2009,260,4,4,27,17,376,43270
2009,260,4,4,27,17,376,39650
2009,260,4,4,27,17,376,38380
2009,260,4,4,27,17,376,40765
2009,260,4,4,27,17,376,42000
2010,300,6,4,27,16,376,49165
2011,220,4,4,33,20,376,38525
2011,300,6,4,27,17,376,49565
2011,220,4,4,28,18,376,43435
2011,300,6,4,27,17,376,48030
2007,290,6,4,20,14,376,39190
2007,300,8,4,19,13,376,41190
2008,300,8,4,19,13,376,42770
2008,285,6,4,20,14,376,40400
2008,390,8,4,16,12,376,46530
2009,390,8,4,16,12,376,49105
2009,285,6,4,20,14,376,42615
2009,300,8,4,20,14,376,45345
1996,225,4,4,25,18,376,2000
1996,210,6,4,24,16,376,2000
1996,170,4,4,25,18,376,2000
1996,200,4,4,25,18,376,2000
1997,210,6,4,24,16,376,2122
1997,170,4,4,26,18,376,2000
1997,225,4,4,26,18,376,2145
1997,200,4,4,26,18,376,2084
1997,200,4,4,26,18,376,2063
1998,225,4,4,25,18,376,2172
1996,185,4,2,26,18,376,2000
1996,185,4,4,23,15,376,2000
1996,150,4,4,26,18,376,2000
1996,170,6,4,23,17,376,2000
1996,185,4,2,26,18,376,2000
1996,170,6,2,23,17,376,2000
1996,150,4,2,26,18,376,2000
1996,150,4,2,26,18,376,2000
1997,185,4,2,25,18,376,2000
1997,170,6,4,23,17,376,2000
1997,150,4,2,26,18,376,2000
1997,150,4,2,26,18,376,2000
1997,185,4,2,25,18,376,2078
1997,185,4,2,25,18,376,2000
1997,185,4,4,25,18,376,2000
1997,185,4,4,25,18,376,2000
1997,170,6,2,23,17,376,2117
1997,150,4,4,26,18,376,2000
1997,185,4,2,25,18,376,2115
1998,185,4,2,25,18,376,2000
1998,185,4,4,24,18,376,2000
1998,185,4,2,25,18,376,2268
1998,185,4,2,24,18,376,2000
1993,172,6,4,20,15,3105,2000
1993,172,6,4,24,18,3105,2000
1993,172,6,4,24,18,3105,2000
1994,172,6,4,22,17,3105,2000
1994,172,6,4,24,18,3105,2000
1994,172,6,4,24,18,3105,2000
1995,172,6,4,23,17,3105,2000
1995,172,6,4,24,17,3105,2000
1995,172,6,4,24,17,3105,2000
2015,350,6,2,27,19,1715,96200
2015,430,6,2,25,18,1715,132800
2015,430,6,2,26,18,1715,120900
2015,400,6,2,26,18,1715,105630
2015,400,6,2,27,19,1715,98900
2015,520,6,2,24,17,1715,163000
2015,350,6,2,26,19,1715,102930
2015,520,6,2,24,17,1715,151100
2015,350,6,2,27,19,1715,91030
2015,350,6,2,27,19,1715,84300
2015,430,6,2,26,18,1715,114200
2015,560,6,2,24,17,1715,182700
2015,560,6,2,24,17,1715,194600
2015,475,6,2,20,15,1715,130400
2015,400,6,2,27,19,1715,110800
2015,400,6,2,26,18,1715,117530
2015,430,6,2,25,18,1715,126100
2015,350,6,2,26,18,1715,101600
2015,400,6,2,26,18,1715,116200
2016,350,6,2,26,19,1715,102930
2016,430,6,2,26,18,1715,120900
2016,400,6,2,26,18,1715,105630
2016,430,6,2,25,18,1715,126100
2016,350,6,2,27,19,1715,91030
2016,400,6,2,27,19,1715,98900
2016,430,6,2,25,18,1715,132800
2016,350,6,2,27,19,1715,84300
2016,520,6,2,24,17,1715,151100
2016,350,6,2,26,19,1715,104600
2016,350,6,2,26,18,1715,102930
2016,430,6,2,26,18,1715,132800
2016,430,6,2,26,18,1715,114200
2016,350,6,2,27,19,1715,88800
2016,560,6,2,24,17,1715,194600
2016,350,6,2,27,19,1715,96200
2016,400,6,2,26,18,1715,117530
2016,350,6,2,27,19,1715,94800
2016,400,6,2,27,19,1715,110800
2016,400,6,2,26,18,1715,117530
2016,350,6,2,27,19,1715,98500
2016,520,6,2,24,17,1715,163000
2016,560,6,2,24,17,1715,182700
2016,475,6,2,20,15,1715,130400
2016,500,6,2,20,14,1715,175900
2017,540,6,2,29,20,1715,159200
2017,370,6,2,28,19,1715,108600
2017,580,6,2,28,20,1715,200400
2017,420,6,2,28,20,1715,115700
2017,420,6,2,28,20,1715,110300
2017,420,6,2,28,20,1715,122600
2017,420,6,2,28,20,1715,103400
2017,370,6,2,29,20,1715,96300
2017,370,6,2,29,20,1715,101700
2017,540,6,2,29,20,1715,171500
2017,580,6,2,28,20,1715,188100
2017,370,6,2,29,20,1715,108600
2017,420,6,2,28,20,1715,122600
2017,370,6,2,29,20,1715,89400
1993,345,8,2,17,11,1715,6294
1994,345,8,2,17,11,1715,7419
1995,345,8,2,17,11,1715,9400
1993,195,6,4,22,17,586,2000
1994,193,6,4,22,17,586,2000
1995,193,6,4,22,17,586,2000
1993,114,4,4,25,17,870,2000
1993,114,4,4,25,17,870,2000
1993,162,4,4,22,17,870,2000
1993,114,4,4,25,17,870,2000
1993,114,4,4,25,17,870,2000
1993,162,4,4,22,17,870,2000
1994,114,4,4,24,17,870,2000
1994,114,4,4,24,17,870,2000
1994,162,4,4,22,17,870,2000
1994,162,4,4,22,17,870,2000
1995,162,4,4,22,17,870,2000
1995,162,4,4,24,17,870,2000
1995,162,4,4,22,17,870,2000
1995,114,4,4,24,17,870,2000
1990,208,4,2,24,15,1715,2667
1990,208,4,2,24,15,1715,3083
1991,208,4,2,24,15,1715,3578
1991,208,4,2,24,15,1715,3047
1995,181,6,4,23,15,870,2000
1995,181,6,4,23,15,870,2000
1996,181,6,4,24,16,870,2000
1996,181,6,4,24,16,870,2000
1997,181,6,4,24,16,870,2000
1997,181,6,4,24,16,870,2000
1993,236,4,2,24,15,1715,4651
1993,236,4,2,24,15,1715,3839
1994,236,4,2,24,15,1715,4191
1994,236,4,2,24,15,1715,4878
1995,236,4,2,24,15,1715,4723
1995,236,4,2,24,15,1715,5576
2015,150,4,4,43,31,3105,35150
2015,150,4,4,43,31,3105,32600
2015,220,4,4,33,24,3105,33200
2015,170,4,2,35,24,3105,44050
2015,170,4,4,33,23,3105,29900
2015,220,4,4,33,24,3105,41650
2015,170,4,2,35,24,3105,38150
2015,220,4,4,33,24,3105,35750
2015,150,4,4,43,31,3105,41050
2015,220,4,2,32,23,3105,47050
2015,170,4,4,33,23,3105,38350
2015,170,4,2,35,24,3105,35600
2015,220,4,2,32,23,3105,38600
2015,220,4,2,32,23,3105,41150
2015,170,4,4,33,23,3105,32450
2016,220,4,4,33,24,3105,34200
2016,220,4,2,32,23,3105,39600
2016,220,4,4,33,24,3105,37700
2016,150,4,4,43,31,3105,33200
2016,220,4,4,33,24,3105,43050
2016,170,4,2,35,24,3105,39300
2016,170,4,2,35,24,3105,36600
2016,170,4,4,33,23,3105,39750
2016,170,4,2,35,24,3105,45450
2016,220,4,2,32,23,3105,48450
2016,150,4,4,43,31,3105,36700
2016,170,4,4,33,23,3105,34400
2016,150,4,4,43,31,3105,35900
2016,220,4,2,32,23,3105,43100
2016,220,4,4,33,24,3105,36900
2016,170,4,4,33,23,3105,33600
2016,170,4,4,33,23,3105,30900
2016,170,4,2,35,24,3105,40100
2016,220,4,2,32,23,3105,42300
2016,150,4,4,43,31,3105,42050
2017,220,4,4,35,26,3105,43150
2017,186,4,4,35,26,3105,40150
2017,220,4,4,35,26,3105,37450
2017,186,4,2,34,25,3105,37600
2017,186,4,4,35,26,3105,34450
2017,220,4,2,34,25,3105,40300
2017,220,4,2,34,25,3105,49250
2017,220,4,2,34,25,3105,43550
2017,186,4,4,35,26,3105,31200
2017,186,4,2,34,25,3105,40850
2017,186,4,2,34,25,3105,46550
2017,220,4,4,35,26,3105,34200
2017,252,4,4,28,23,3105,51400
2017,252,4,4,28,23,3105,44000
2017,252,4,4,28,23,3105,47000
2015,220,4,4,31,22,3105,45000
2015,220,4,4,31,22,3105,39700
2015,220,4,4,32,22,3105,43800
2015,220,4,4,32,24,3105,35500
2015,220,4,4,32,22,3105,38500
2015,220,4,4,32,24,3105,37600
2015,220,4,4,32,22,3105,36400
2015,220,4,4,32,24,3105,42900
2015,220,4,4,31,22,3105,37600
2016,220,4,4,32,22,3105,37000
2016,220,4,4,31,22,3105,38000
2016,220,4,4,31,22,3105,38000
2016,220,4,4,31,22,3105,35900
2016,220,4,4,31,22,3105,40100
2016,220,4,4,32,22,3105,39100
2017,252,4,4,33,25,3105,37300
2017,190,4,4,37,27,3105,34900
2017,252,4,4,31,24,3105,48000
2017,252,4,4,31,24,3105,43200
2017,252,4,4,33,25,3105,41100
2017,252,4,4,33,25,3105,45900
2017,252,4,4,31,24,3105,39400
2017,190,4,4,37,27,3105,38700
2017,190,4,4,37,27,3105,37850
2017,252,4,4,31,24,3105,42350
2016,220,4,2,31,22,3105,43800
2016,220,4,2,31,22,3105,41500
2016,220,4,2,29,21,3105,47900
2016,220,4,2,29,21,3105,50200
2016,220,4,2,32,22,3105,40500
2016,220,4,2,32,22,3105,42800
2017,220,4,2,32,23,3105,41200
2017,220,4,2,21,15,3105,48600
2017,220,4,2,22,15,3105,42200
2015,240,6,4,38,24,3105,58700
2015,220,4,4,29,20,3105,50450
2015,220,4,4,33,25,3105,44800
2015,310,6,4,27,18,3105,60100
2015,220,4,4,33,25,3105,48350
2015,310,6,4,27,18,3105,56300
2015,220,4,4,29,20,3105,46900
2015,240,6,4,38,24,3105,62500
2016,252,4,4,32,22,3105,52100
2016,252,4,4,35,24,3105,49900
2016,252,4,4,35,24,3105,46200
2016,240,6,4,38,25,3105,59500
2016,333,6,4,30,20,3105,61600
2016,333,6,4,30,20,3105,57400
2016,240,6,4,38,25,3105,63700
2016,252,4,4,32,22,3105,48400
2017,252,4,4,31,22,3105,53800
2017,333,6,4,31,22,3105,61600
2017,340,6,4,31,22,3105,67600
2017,333,6,4,29,21,3105,58600
2017,252,4,4,32,22,3105,49800
2017,252,4,4,354,24,3105,51600
2017,252,4,4,34,24,3105,47600
2015,310,6,4,28,18,3105,65900
2015,310,6,4,28,18,3105,69750
2015,240,6,4,38,24,3105,68300
2015,240,6,4,38,24,3105,72150
2016,240,6,4,38,25,3105,70400
2016,333,6,4,30,20,3105,68300
2016,240,6,4,35,24,3105,73050
2016,333,6,4,30,20,3105,70950
2017,333,6,4,29,21,3105,68800
2017,333,6,4,29,21,3105,71350
2016,240,6,4,36,24,3105,85200
2016,500,12,4,22,14,3105,137900
2016,450,8,4,29,18,3105,90500
2016,333,6,4,28,18,3105,81500
2017,450,8,4,29,18,3105,91500
2017,333,6,4,29,19,3105,82500
2017,281,6,4,22,15,549,43850
2017,281,6,4,22,15,549,45850
2015,281,6,4,24,17,549,33975
2015,281,6,4,24,17,549,40820
2015,281,6,4,23,16,549,42820
2015,281,6,4,24,17,549,42095
2015,281,6,4,23,16,549,44095
2015,281,6,4,23,16,549,38555
2015,288,6,4,24,17,549,47690
2015,281,6,4,23,16,549,35975
2015,288,6,4,23,16,549,49690
2015,281,6,4,24,17,549,36555
2016,281,6,4,22,15,549,36755
2016,281,6,4,22,15,549,44295
2016,281,6,4,22,15,549,42295
2016,281,6,4,22,15,549,30975
2016,281,6,4,22,15,549,36175
2016,288,6,4,22,15,549,49890
2016,281,6,4,22,15,549,41020
2016,281,6,4,22,15,549,34175
2016,288,6,4,22,15,549,47890
2016,281,6,4,22,15,549,38755
2016,281,6,4,22,15,549,43020
2017,194,4,4,26,21,549,38350
2017,310,6,4,25,18,549,43750
2017,194,4,4,26,21,549,35070
2017,194,4,4,26,21,549,32450
2017,194,4,4,25,21,549,37070
2017,310,6,4,25,18,549,41450
2017,194,4,4,25,21,549,34450
2017,194,4,4,26,21,549,29070
2017,310,6,4,25,18,549,44920
2017,310,6,4,25,18,549,46920
2017,310,6,4,25,18,549,41750
2014,138,4,4,37,27,1439,17395
2014,138,4,4,38,27,1439,14895
2014,138,4,4,37,27,1439,15645
2014,138,4,4,37,27,1439,16095
2014,138,4,4,38,27,1439,14645
2014,138,4,4,38,27,1439,16395
2015,137,4,4,38,27,1439,14745
2015,137,4,4,38,27,1439,14995
2015,137,4,4,37,26,1439,15745
2015,137,4,4,37,26,1439,17495
2015,137,4,4,38,27,1439,16495
2015,137,4,4,37,26,1439,16195
2016,137,4,4,37,26,1439,15745
2016,137,4,4,37,26,1439,17495
2016,137,4,4,37,26,1439,16195
2016,137,4,4,38,27,1439,16495
2016,137,4,4,38,27,1439,14745
2016,137,4,4,38,27,1439,14995
1993,100,4,4,29,22,535,2000
1994,106,4,4,25,19,535,2000
1995,100,4,4,26,19,535,2000
2010,271,6,4,25,17,2202,34020
2010,271,6,4,25,17,2202,36220
2010,271,6,4,27,18,2202,29670
2010,271,6,4,27,18,2202,34770
2010,271,6,4,27,18,2202,32570
2011,271,6,4,27,18,2202,29990
2011,271,6,4,27,18,2202,32890
2011,271,6,4,26,18,2202,36540
2011,271,6,4,26,18,2202,34340
2011,271,6,4,27,18,2202,35090
2014,195,4,4,45,50,2202,31905
2014,195,4,4,45,50,2202,29155
2014,195,4,4,45,50,2202,34905
2015,196,4,4,45,50,2202,35055
2015,196,4,4,45,50,2202,32055
2015,196,4,4,45,50,2202,29305
2017,212,4,4,47,49,2202,29605
2017,212,4,4,47,49,2202,32905
2017,212,4,4,47,49,2202,35955
2014,196,4,4,46,47,2202,39780
2015,278,6,2,28,18,2202,30775
2015,278,6,4,34,21,2202,32270
2015,278,6,2,32,21,2202,32550
2015,185,4,2,34,24,2202,23775
2015,185,4,2,35,26,2202,26300
2015,185,4,4,36,27,2202,30195
2015,185,4,2,34,24,2202,25450
2015,278,6,2,28,18,2202,32550
2015,189,4,4,35,26,2202,24665
2015,185,4,4,34,24,2202,25030
2015,185,4,2,35,26,2202,30270
2015,185,4,4,36,27,2202,25830
2015,185,4,2,35,26,2202,28495
2015,278,6,4,34,21,2202,30495
2015,278,6,2,32,21,2202,30775
2015,185,4,4,34,24,2202,22105
2015,185,4,4,36,27,2202,28420
2015,278,6,4,34,21,2202,33630
2015,185,4,2,35,26,2202,24625
2015,189,4,4,34,24,2202,23865
2015,185,4,4,36,27,2202,22905
2016,278,6,4,34,21,2202,32745
2016,185,4,4,37,27,2202,28670
2016,185,4,2,35,26,2202,26850
2016,189,4,4,35,26,2202,25065
2016,278,6,4,34,21,2202,30745
2016,185,4,4,37,27,2202,27380
2016,278,6,4,34,21,2202,34680
2016,185,4,2,35,26,2202,27850
2016,185,4,2,35,26,2202,24725
2016,189,4,4,34,23,2202,24265
2016,185,4,4,37,27,2202,26380
2016,185,4,2,35,26,2202,30845
2016,185,4,4,34,23,2202,25580
2016,185,4,4,37,27,2202,23005
2016,185,4,2,34,23,2202,23875
2016,185,4,2,35,26,2202,28845
2016,189,4,4,35,26,2202,26065
2016,185,4,2,34,23,2202,26000
2016,185,4,2,35,26,2202,25725
2016,185,4,4,37,27,2202,24005
2016,278,6,2,28,18,2202,31025
2016,278,6,2,32,21,2202,34225
2016,278,6,2,32,21,2202,33025
2016,185,4,4,34,23,2202,22205
2016,278,6,2,32,21,2202,31025
2016,185,4,4,37,27,2202,30670
2017,189,4,4,34,26,2202,26215
2017,185,4,2,32,23,2202,24025
2017,185,4,2,34,26,2202,30995
2017,185,4,4,32,23,2202,22355
2017,278,6,4,33,21,2202,34830
2017,185,4,2,32,23,2202,26150
2017,278,6,4,33,21,2202,32895
2017,189,4,4,34,26,2202,25215
2017,185,4,4,36,27,2202,27530
2017,185,4,4,36,27,2202,28820
2017,185,4,4,36,27,2202,24155
2017,278,6,2,32,21,2202,34375
2017,278,6,4,33,21,2202,30895
2017,278,6,2,32,21,2202,33175
2017,278,6,2,28,18,2202,31175
2017,185,4,2,34,26,2202,27000
2017,185,4,2,34,26,2202,28000
2017,189,4,4,32,23,2202,24415
2017,185,4,2,34,26,2202,28995
2017,185,4,4,36,27,2202,30820
2017,278,6,2,32,21,2202,31175
2017,185,4,2,34,26,2202,25875
2017,185,4,4,36,27,2202,26530
2017,185,4,4,36,27,2202,23155
2017,189,4,4,34,26,2202,26215
2017,185,4,4,32,23,2202,25730
2017,189,4,4,32,23,2202,25415
2017,185,4,2,34,26,2202,24875
1996,150,4,4,30,20,26,2000
1996,150,4,2,30,20,26,2000
1997,150,4,2,29,19,26,2000
1997,150,4,4,29,19,26,2000
1998,150,6,4,27,18,26,2000
2014,335,6,4,30,23,3916,61400
2015,335,6,4,30,23,3916,61900
2016,335,6,4,30,23,3916,62100
2013,350,6,4,30,22,3916,84300
2014,350,6,4,30,22,3916,84300
2015,335,6,4,30,22,3916,84300
2010,480,8,4,19,17,3916,88900
2011,480,8,4,19,17,3916,88900
2005,155,4,4,26,21,481,17049
2005,155,4,4,28,22,481,16349
2005,155,4,4,28,22,481,15949
2005,155,4,4,28,22,481,13449
2005,155,4,4,28,22,481,15449
2005,155,4,4,26,21,481,17349
2005,155,4,4,28,22,481,15649
2005,155,4,4,26,21,481,16849
2005,155,4,4,28,22,481,15149
2005,155,4,4,28,22,481,16049
2005,155,4,4,26,21,481,16549
2005,155,4,4,26,21,481,17849
2005,155,4,4,28,22,481,14349
2005,155,4,4,26,21,481,17549
2006,155,4,4,26,21,481,16599
2006,155,4,4,28,22,481,15499
2006,155,4,4,28,22,481,15999
2006,155,4,4,28,22,481,14099
2006,155,4,4,26,21,481,16099
2006,155,4,4,28,22,481,15299
2006,155,4,4,28,22,481,14599
2006,155,4,4,26,21,481,16999
2006,155,4,4,26,21,481,17099
2006,155,4,4,28,22,481,14999
2006,155,4,4,28,22,481,16199
2006,155,4,4,28,22,481,15099
2007,155,4,4,28,22,481,14299
2007,155,4,4,26,21,481,16299
2007,155,4,4,26,21,481,17199
2007,155,4,4,28,22,481,15299
2007,155,4,4,28,22,481,16199
1995,135,6,3,22,16,5657,2000
1995,135,6,3,22,15,5657,2000
1995,155,6,3,18,14,5657,2000
1995,135,6,3,22,15,5657,2000
1996,140,6,3,21,15,5657,2000
1996,155,6,3,19,13,5657,2000
1996,140,6,3,21,15,5657,2000
1996,140,6,3,22,16,5657,2000
1997,140,6,3,21,15,5657,2000
1997,140,6,3,22,15,5657,2000
1997,152,6,3,17,13,5657,2000
1997,140,6,3,22,15,5657,2000
2002,170,6,2,27,18,26,22395
2002,170,6,2,27,18,26,21080
2002,140,4,4,30,21,26,19605
2002,170,6,4,27,18,26,21080
2002,140,4,4,30,21,26,17805
2002,140,4,2,30,21,26,17805
2002,140,4,2,30,21,26,19855
2002,170,6,4,27,18,26,22145
2003,170,6,4,27,18,26,21585
2003,140,4,2,30,21,26,18085
2003,170,6,2,27,18,26,21585
2003,140,4,4,30,21,26,20035
2003,170,6,2,27,18,26,22935
2003,170,6,4,27,18,26,22685
2003,140,4,4,30,21,26,18085
2003,140,4,2,30,21,26,20035
2004,170,6,2,27,18,26,23335
2004,140,4,4,31,21,26,18485
2004,170,6,4,27,18,26,21985
2004,140,4,2,31,21,26,20435
2004,140,4,2,31,21,26,18485
2004,140,4,4,31,21,26,20435
2004,170,6,4,27,18,26,23085
2004,170,6,2,27,18,26,21985
1991,200,8,2,20,14,1624,2000
1992,200,8,2,20,14,1624,2234
1993,295,8,2,20,13,1624,2358
2003,250,6,4,21,14,3105,39950
2003,250,6,4,20,15,3105,41000
2004,300,8,4,19,14,3105,46950
2004,250,6,4,20,15,3105,39950
2004,250,6,4,21,14,3105,39950
2005,250,6,4,21,14,3105,40250
2005,300,8,4,19,14,3105,47250
2005,250,6,4,20,15,3105,40250
2014,220,4,4,27,20,3105,40700
2014,220,4,4,27,20,3105,43300
2014,220,4,4,27,20,3105,49200
2015,220,4,4,28,21,3105,44500
2015,220,4,4,28,21,3105,42400
2015,220,4,4,28,21,3105,49800
2016,220,4,4,28,21,3105,42700
2016,220,4,4,28,21,3105,44800
2015,540,8,4,24,16,3916,117300
2016,600,8,4,24,15,3916,122200
2017,600,8,4,24,15,3916,122500
2014,540,8,4,24,16,3916,135200
2014,540,8,4,25,16,3916,132200
2014,540,8,4,24,16,3916,131300
2014,540,8,4,25,16,3916,128300
2015,540,8,4,25,16,3916,132200
2015,540,8,4,24,16,3916,131300
2015,540,8,4,24,16,3916,135200
2015,540,8,4,25,16,3916,128300
2017,600,8,4,24,16,3916,137000
2003,375,8,2,19,13,3916,136900
2009,198,4,4,33,35,2009,26650
2010,158,4,4,33,35,2009,26780
2011,198,4,4,33,33,2009,26800
2015,182,4,4,38,27,2009,22560
2015,182,4,4,38,27,2009,28150
2015,270,6,4,32,22,2009,31950
2015,182,4,4,38,27,2009,22300
2015,270,6,4,32,22,2009,29830
2015,270,6,4,32,22,2009,32350
2015,270,6,4,32,22,2009,26450
2015,182,4,4,38,27,2009,24720
2016,270,6,4,32,22,2009,32090
2016,270,6,4,32,22,2009,27390
2016,182,4,4,39,27,2009,22500
2016,182,4,4,39,27,2009,22900
2016,182,4,4,37,27,2009,24470
2016,182,4,4,39,27,2009,25460
2016,182,4,4,39,27,2009,28570
2016,270,6,4,32,22,2009,27990
2016,270,6,4,32,22,2009,32690
2017,179,4,4,39,27,2009,25460
2017,179,4,4,39,27,2009,22500
2017,270,6,4,32,22,2009,32690
2017,179,4,4,39,27,2009,22900
2017,270,6,4,32,22,2009,27990
2017,179,4,4,37,26,2009,24470
2017,179,4,4,39,27,2009,28570
2007,264,6,4,24,17,1720,25495
2008,264,6,4,24,17,1720,25495
2009,264,6,4,24,17,1720,26045
2016,503,8,2,22,16,617,129900
2017,503,8,2,22,16,617,131200
2017,456,8,2,22,16,617,111200
2014,317,8,4,19,13,2009,37590
2014,317,8,4,18,12,2009,52860
2014,317,8,4,19,13,2009,42680
2014,317,8,4,18,12,2009,45580
2014,317,8,4,18,12,2009,42890
2014,317,8,4,19,13,2009,49960
2015,317,8,4,19,13,2009,50780
2015,317,8,4,18,12,2009,53680
2015,317,8,4,18,12,2009,43810
2015,317,8,4,18,12,2009,46500
2015,317,8,4,19,13,2009,49880
2015,317,8,4,19,13,2009,43600
2015,317,8,4,19,13,2009,38510
2015,317,8,4,18,12,2009,52780
2017,390,8,4,19,14,2009,49650
2017,390,8,4,19,14,2009,57590
2017,390,8,4,18,13,2009,60490
2017,390,8,4,18,13,2009,52550
2017,390,8,4,19,14,2009,44900
2017,390,8,4,18,13,2009,47800
2007,450,8,4,15,10,520,221990
2007,500,8,4,15,10,520,242990
2007,450,8,4,14,10,520,263990
2008,450,8,4,15,9,520,263990
2008,500,8,4,15,10,520,242990
2008,450,8,4,15,10,520,221990
2009,500,8,4,14,10,520,270990
2009,450,8,4,14,10,520,224990
2009,500,8,4,14,10,520,246990
2009,450,8,4,15,9,520,267990
2007,235,8,4,17,13,1013,30935
2007,235,8,4,17,12,1013,33810
2008,302,8,4,19,14,1013,32905
2008,302,8,4,17,13,1013,35780
2009,385,8,4,22,20,1013,45270
2009,303,8,4,18,13,1013,37115
2009,303,8,4,19,14,1013,34730
1995,63,4,2,38,31,5657,2000
1995,63,4,2,38,31,5657,2000
1995,63,4,4,38,31,5657,2000
1996,63,4,4,38,29,5657,2000
1996,63,4,2,38,29,5657,2000
1997,63,4,2,38,29,5657,2000
1997,63,4,4,38,29,5657,2000
2003,190,6,3,21,15,1385,22050
2003,190,6,3,18,14,1385,24450
2004,190,6,3,18,14,1385,25195
2004,190,6,3,19,14,1385,22695
2005,190,6,3,20,15,1385,22930
2005,190,6,3,18,14,1385,25430
2003,190,6,3,16,12,1385,25690
2003,190,6,3,19,14,1385,23690
2004,190,6,3,16,12,1385,26195
2004,190,6,3,19,14,1385,24195
2005,190,6,3,20,14,1385,24430
2005,190,6,3,16,12,1385,26430
2015,321,6,2,28,18,1624,48165
2015,321,6,2,26,18,1624,50165
2015,272,4,2,31,21,1624,37995
2015,272,4,2,29,20,1624,40445
2015,272,4,2,29,20,1624,46935
2015,321,6,2,26,18,1624,51435
2015,321,6,2,28,18,1624,45150
2015,272,4,2,31,21,1624,47095
2015,272,4,2,29,20,1624,48205
2015,321,6,2,26,18,1624,47750
2015,321,6,2,28,18,1624,50325
